,ONTOLOGY,TERM,N,DE,P.DE,FDR,SigGenesInSet
GO:2000298,BP,regulation of Rho-dependent protein serine/threonine kinase activity,4,2,0.27255191085168,1,RASIP1;THY1
GO:0008611,BP,ether lipid biosynthetic process,11,4,0.272595686859656,1,DHRS7B;CHPT1;FAR1;PLA2G4C
GO:0046504,BP,glycerol ether biosynthetic process,11,4,0.272595686859656,1,DHRS7B;CHPT1;FAR1;PLA2G4C
GO:0097384,BP,cellular lipid biosynthetic process,11,4,0.272595686859656,1,DHRS7B;CHPT1;FAR1;PLA2G4C
GO:0045938,BP,positive regulation of circadian sleep/wake cycle, sleep,6,2,0.272680098124621,1,GHRHR;NPY2R
GO:0043331,BP,response to dsRNA,51,11,0.272733933352635,1,FLOT1;IRAK3;DHX9;DHX36;RFTN1;KCNJ8;NFKBIA;NPM1;MAPK1;NOD2;SLC3A2;DDX21
GO:0006264,BP,mitochondrial DNA replication,13,4,0.272781324568427,1,DNA2;POLG;SSBP1;DNAJA3;MGME1
GO:0001999,BP,renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure,5,2,0.272782625872011,1,F2R;OR51E2
GO:0002001,BP,renin secretion into blood stream,5,2,0.272782625872011,1,F2R;OR51E2
GO:0032640,BP,tumor necrosis factor production,174,39,0.272807080411378,1,AKAP8;NOD1;ARFGEF2;IRAK3;C1QTNF4;CYBA;DHX9;NLRC3;EPHB2;SYT11;GHSR;FOXP1;IL37;GSTP1;HLA-E;HSPB1;ISL1;JAK2;MIR101-1;ARRB2;MIF;MMP8;NFKBIL1;CLEC4A;PIK3R1;SETD4;PSEN1;CACTIN;SELENOK;TRIM27;NOD2;CCR2;ZFP36;FZD5;ZC3H12A;FRMD8;FADD;CD36;CD47
GO:0032680,BP,regulation of tumor necrosis factor production,174,39,0.272807080411378,1,AKAP8;NOD1;ARFGEF2;IRAK3;C1QTNF4;CYBA;DHX9;NLRC3;EPHB2;SYT11;GHSR;FOXP1;IL37;GSTP1;HLA-E;HSPB1;ISL1;JAK2;MIR101-1;ARRB2;MIF;MMP8;NFKBIL1;CLEC4A;PIK3R1;SETD4;PSEN1;CACTIN;SELENOK;TRIM27;NOD2;CCR2;ZFP36;FZD5;ZC3H12A;FRMD8;FADD;CD36;CD47
GO:0034136,BP,negative regulation of toll-like receptor 2 signaling pathway,7,3,0.27296092038122,1,LYN;NOD2;MFHAS1
GO:0006706,BP,steroid catabolic process,25,6,0.273543135050948,1,CYP19A1;CYP24A1;APOE;HSD17B14;CYP39A1;SRD5A1;AKR1D1;SCARB1
GO:0048518,BP,positive regulation of biological process,5780,1416,0.273716990116347,1,ADA;BCL2L11;MIR1224;CDH4;PARP3;SH2D3C;DNM1L;COX17;PTPRU;ARPC4;TSPAN5;ARPC2;CDH13;OPTN;YAF2;AKAP9;G3BP1;CDH17;LPAR6;CDK2;SORBS3;TENM1;RBM5;TNK2;ADAM10;NUTF2;CDK6;FLOT1;GDF11;SPRY1;ABCC4;SF3B4;RAMP1;CDKN1B;AKAP8;CDKN1C;KATNB1;ZNF267;ABCA7;CACNG3;NOD1;DLC1;RACK1;ADARB1;CDS1;PEMT;SPON1;TAB1;BAIAP2;MERTK;PPIH;ZBTB18;TRIM38;MIR9-1HG;SYNCRIP;SEMA6B;UBD;ANP32B;HTATIP2;CXCL13;ARFGEF2;ARFGEF1;CCT2;SORBS1;POMT1;SCGN;CDC42EP3;SPAG5;RBCK1;TXNIP;PDPN;IGF2BP1;CES1;KLF1;CETP;CFL1;RAI1;TOB2;NEK6;NCKAP1;ZNF268;SEPTIN9;WASF3;FRS2;CLPX;MALT1;DHRS4;RNPS1;EHD1;ADIRF;FERMT2;SLC38A3;RBPMS;RIPK3;SOX30;UBE2C;TRIM31;TPPP;TRIOBP;RER1;CIT;BTN3A2;CHGA;PWP1;GLMN;BVES;CORO1A;FAM107A;CEP250;CHEK2;IRAK3;AKAP13;EGLN3;PADI2;SNF8;IL17F;KLF12;NACC1;CHRM3;CD300A;PARK7;GABARAP;RNF13;SYNPO;ADCY8;SLC2A13;ZBED9;OSBPL11;C1QTNF4;OMA1;FCRL3;TNFRSF13C;RASGRP4;OSR2;NIBAN1;ARAP1;BORCS5;GPR62;JAML;SLC15A4;FOXN4;SLAIN1;TPPP2;CCR1;SLC24A4;CCR7;CMKLR1;CANT1;PLK5;KDF1;CNR1;CNTN1;COL1A1;EDARADD;COL4A3;TBC1D20;ZNF513;LYPD6;COL16A1;COMT;KLHL40;OCIAD2;MAP3K8;PRRC1;ADORA1;ATPSCKMT;STARD4;NCOA7;COL26A1;KLF14;CLDN3;CPT1A;ATF6B;CRIP2;CRKL;CRP;ASB5;NEK7;GATA5;ZBTB46;PARP1;SYT9;SESN3;E2F7;CSK;LACC1;CSNK1D;CSNK1G2;CSPG4;ZNF597;PIK3R6;CTBP1;CTBP2;GCSAML;MOB3C;GLIS1;RNF187;CTNS;COPS9;COMMD1;PROM2;CTSH;GDF7;CUX1;DAB2IP;CEP120;CYBA;SH3RF2;PNLDC1;CYP1A1;CYP1B1;ADRB3;GRK2;LINGO2;SAXO1;CYP19A1;NKX2-3;DAB1;DENND5B;DGKQ;DAPK1;DAPK3;ZFPM1;RETREG3;ZNF296;AP2B1;UBL4B;TMPRSS6;DDIT3;DDX5;TLE5;DHX9;DECR1;ZBTB49;CDC20B;CFD;DFFA;BMPER;GSDME;COCH;GLIS3;SSBP4;DHX36;NLRP6;DIAPH1;DLG1;DLG4;DLX6;DNM1;DNA2;DNMT3A;DOCK3;ABAT;ARID3A;DSCAM;DUSP6;DVL2;E2F1;E2F2;E2F3;ECE1;S1PR3;AGO3;EFNA1;EFNA5;MEGF8;EGFR;EGR1;EGR2;MYRFL;EIF2S1;DCP1B;ANO6;PAOX;EIF5A;ABCA2;FLCN;PLD6;UNC13D;EMP2;ZBTB7C;CTTN;ENO1;C9orf72;EPB41L2;DMTN;STOM;EPHA8;EPHB2;HIPK1;EPHB6;MTLN;EPHX2;AKT1;ERG;ERN1;ABCA3;ESRRB;ESRRG;ETS1;EVC;MECOM;EVX1;EYA3;F2R;F7;ACSL1;ACSL3;PTK2B;BPTF;FBLN1;MED19;DOK6;ZNF438;C6orf89;RBM24;FCN1;FOXK1;FCN2;ELAPOR2;PXT1;FGF3;FGF4;FGF8;MAPK15;FGF14;FGFR1;PPM1E;ZNF507;AAK1;ADNP2;ADGRL1;ATG14;NLGN1;INPP5F;CLSTN1;ZBTB1;ZNF365;RUFY3;SBNO2;KIFAP3;ATF6;SCAP;SHANK2;TPX2;ACIN1;CEP131;LIMCH1;RIMS1;RAB21;UNC13A;SAMD4A;ZNF292;NCOA6;ZNF609;CAND2;HECW1;FOXO3;ZNF423;AKR1B1;MRPS27;TNRC6B;TAB2;KDM6B;GRAMD4;PASK;RFTN1;PHLDB1;KANK1;CYFIP1;PLEKHM2;SYT11;SULF1;SYNE2;FLT4;COBL;MTCL1;CAMTA1;CLEC16A;POFUT2;SATB2;CUX2;NEDD4L;CLASP1;FN1;CRTC1;SIK3;ATP13A2;EXOSC2;SIRT3;NCS1;ZFPM2;MLYCD;MACF1;DAAM2;KAT6B;FOSL2;DDAH1;FAM89B;SSBP3;PLXNB2;ALK;PANX1;ALOX12B;SPDYA;ATP6V1C2;FSHR;NR5A2;FYB1;FYN;EBF3;XRCC6;GAB1;GABPA;SHC2;BAMBI;RHBDD3;TNFAIP8;WHRN;GALR1;RNF19A;SGMS1;IL4I1;WWTR1;FAM98A;SIN3A;TIPARP;TSKU;ULK3;TENM4;SS18L1;CNTNAP2;DNM3;AUTS2;LDLRAP1;ZBTB20;IFT172;NPHP4;BLOC1S6;EHF;GCK;NR6A1;GDNF;GFI1;GHR;GHRHR;GHSR;CYFIP2;ATP2C1;LAT;NSG1;LAMP3;FOXP1;BBC3;SNX5;CIDEB;BRPF3;AGO2;IL37;DISC1;LSM1;VENTX;GCLC;STK39;GLI3;GLRA1;HTRA2;GNAS;GOLGA4;SLCO3A1;IFNL1;RBM20;NEAT1;KSR2;CCDC57;MEIOC;NWD1;TAFA3;RSPO1;GPR27;STPG4;RNF180;ANK1;NSMCE2;GPX1;ANK3;GRB7;GRB10;RAPGEF1;DCPS;RGCC;KLF15;GRIN1;ATAD2;GRIN2A;GRIN2B;NR3C1;BABAM1;DROSHA;GRM1;MYLIP;RACGAP1;UHRF1;GRM4;GRP;GSK3A;GSN;GSTP1;BLNK;GRHL1;TRA2A;DNMT3L;OSGIN1;RAX;ANXA2;HCK;HEXB;CXXC1;NRG1;EHD4;EHD2;HHEX;HIC1;HIP1;HIVEP1;HK2;HLA-DMB;HLA-DPB1;HLA-DQB1;HLA-DQB2;HLA-DRA;HLA-DRB1;HLF;HLA-E;HLA-F;HLA-G;HMX2;APAF1;HNRNPA1;TLX1;HOXA2;HOXA3;HOXA7;HOXB1;HOXB2;HOXB3;HOXB5;APBB1;HOXC4;HOXC11;APBB2;HOXD13;HPGD;APCS;HRAS;HRH2;PRMT2;HSPA1A;HSPA1L;HSPA2;HSPB1;BIRC5;HSP90AA1;APOA1;HTR6;APOB;ICAM1;NANOS2;TFAP2E;RSPO2;FMN1;ATXN1L;BARHL2;SH3RF3;HSD17B13;LRRTM3;APOE;IGF1R;IGF2;IGF2R;IL2;IL5RA;IL10RA;IL11;IL12A;IL12RB1;IL12RB2;FOXK2;ILK;INCENP;IDO1;ING1;INHBC;INPP5D;INSR;IRF2;IRF7;ISL1;ITGAV;ITGAX;ITGB2;ITPKB;ITPR3;JAK1;JAK2;JARID2;JUN;JUP;KCNA1;VWC2;AGRN;SLC27A1;KCNMA1;KCNN4;KCNQ1;NHLRC1;MALAT1;KIF5B;KRAS;KRT1;RHOB;BLOC1S3;RHOC;BSX;ONECUT3;LAMP1;LCK;LDLR;LEPR;LGALS1;LHCGR;LIFR;LIMS1;MYO18A;SHC4;ASIC2;LMO1;LMX1A;PHOX2A;ARL2;LRP1;LRP5;LRPAP1;LTB;LTBP3;LTK;CD180;LYL1;LYN;MIR101-1;TACSTD2;MIR9-1;EPCAM;MAB21L1;SMAD2;ARRB2;MAP1B;MAPT;BLID;MAX;MAZ;MBP;MDM2;MAP3K5;MET;MFGE8;MGAT3;MGMT;MGST2;MICB;MIF;MITF;MLH1;MMP2;MMP8;MMP14;MNDA;ABCC1;LRRC52;MSH2;ASPH;ASS1;MSR1;TRIM37;MVD;MYC;MYH9;ZFHX3;MYLK;MYO1C;MYO6;MYO10;PPP1R12A;ATF1;ATF3;NCK1;ATM;RERE;NEDD9;NEO1;ATP1A1;NF1;NFATC1;NFATC2;NFIA;NFATC3;NFIC;NFIX;NFKB2;NFKBIA;NFYC;NGF;NGFR;NID1;ATP1B2;NKX2-2;NNAT;NME2;NODAL;NOS1;CNOT2;CNOT3;NOTCH4;NPAS2;NPM1;NPY2R;NTRK3;ROR2;NUP98;ATP2B4;RBMXL1;ATP5F1A;OPRD1;WRAP73;OPRK1;OPRM1;OTX1;OVOL1;OXCT1;P2RX3;P2RY1;P4HB;FURIN;PAFAH1B1;PAK1;PALM;ARHGEF3;PRKN;PAX2;PAX5;F11R;TRAT1;PBX1;PBX3;PC;PCBP1;SHANK1;SOST;GOLT1B;CALHM2;TRAPPC12;PCNT;LEF1;DCXR;NIN;GP6;ZNF219;WAC;PRR16;CRLF3;PDE2A;PDE4B;PRKAG2;PDE4D;YTHDF2;IP6K2;PDE6G;CTDSPL2;PDE8A;DTL;NCKIPSD;SIRT7;PDGFB;PDGFRA;KLF13;TPPP3;ENPP2;WWOX;ATP8A2;PENK;PFKFB2;ATP5PF;PGF;ABCB1;PIK3R1;PIK3R2;PITX3;PKHD1;PLA2G5;PLAGL1;BCL11A;IL17D;PLD2;PLRG1;PLXNA2;PML;TRIM34;SETD4;SSH1;TOLLIP;POU1F1;APBB1IP;SHLD2;POU3F2;ING3;EPB41L4B;DLL4;INO80;PAF1;MARCHF5;BTN2A3P;TMED9;MPHOSPH8;LEPROT;RNF111;PPID;TENT5C;CASZ1;NSD3;CHTF8;RASIP1;LIME1;SLC35F6;CLN6;PINX1;RMND1;PPP1CC;BANK1;ATG16L1;RNF31;UACA;KIF26B;AVP;ANO1;AGGF1;WRAP53;PPP1R10;ELP3;ARHGEF10L;RNF220;VPS13D;CCDC87;TMEM39A;PPP3CA;PPP5C;MIR449A;SMPD3;SLC30A10;MAML3;PRIM2;BMP2K;CARMIL1;FERMT1;PRR5;AMBRA1;ZNF407;PRKAA2;SYBU;LYAR;LIMS2;SCYL2;KANSL3;FRMD4A;VAC14;PKIB;DOK4;MBD5;PRKCA;DCP1A;TRERF1;PRKCE;PRKCG;PRKCH;CENPJ;LMO3;MESP1;PRKCZ;KMT2E;RCC2;MAPK1;SULF2;NSFL1C;BAIAP2L1;MAPK8;PDGFC;MAP2K3;MAP2K5;MAP2K6;MAP2K7;CTNNBL1;PARD3;AZGP1;IL36G;CCL28;PSEN1;TRIM39;TMEM9B;BARHL1;GPR137;CELF4;SPIRE1;MEIS3;HMCES;ENY2;RGMA;PRDM11;PNPLA2;CD248;JPH2;SALL4;ZMIZ1;ATP10A;BAD;CEMIP;PTCH1;PTGER4;ABHD6;PTHLH;PTH1R;TENM2;PTK2;CNOT6;ARID1B;ADGRB1;MTA3;HECW2;RPTOR;PTK6;DISP3;SEMA6A;ZNF319;PREX1;WDFY1;JCAD;DIP2B;ZFAT;DPP10;SH3RF1;DHX37;PLEKHA4;ALS2;FANCM;SHTN1;CPNE5;ADGRB3;MIER1;SPTBN4;CCAR2;GRHL3;PTPRZ1;NECTIN2;CXCL16;PXN;RHOU;SELENOK;RRAGD;RGL2;RAB27A;RAD51B;RALA;RAN;RANBP1;RANBP2;RAP1A;RAP1B;RARB;PLAAT4;RASGRF1;RB1;HIVEP3;CACNG8;PLEKHA2;TRPV4;RELB;RFC2;RFNG;TRIM27;RGS4;RHEB;GUF1;BCL9;ROBO1;RORA;RORC;RP1;RPL26;RPS2;RPS6KA2;RPS12;RPS15A;RXRB;RXRG;RYR2;BDNF;S100A1;S100A9;S100A13;S100B;SERPINB3;SCD;SCTR;CCL18;CCL22;CCL23;BIK;UBE2O;DMRTC2;NEUROD6;PRDM16;SECTM1;BLK;SEMG1;NPAS3;SEMG2;CLSTN2;SMOC2;MAGEF1;NOD2;P3H1;IRF2BPL;SFRP1;TRA2B;SYCE3;SGK1;BNC1;STMP1;ASCL5;SHOX2;SMYD3;CREB3L2;CRTC3;BMI1;YTHDC2;NIBAN2;PPP1R3G;ST8SIA1;BMP1;SIX1;SKI;SLC1A3;JMJD4;BMP4;NADK;WNK2;SLC6A1;BMP6;SLC7A1;SLC8A1;SLC8A3;SLC9A1;BMP8B;SMARCA2;CAPRIN2;AACS;SMARCC2;SOAT1;SOS1;SOX5;SOX12;SPI1;SRC;SREBF1;SSBP1;BRCA2;SSTR5;BRDT;DENND2B;ZFP36L1;STAR;STAT1;NEK4;STK3;AURKA;STXBP2;SURF4;SVIL;SYT1;TACC1;TACR3;TAF7;KLF5;TAL1;TBX1;CNTN2;TBX2;TBX5;TBXAS1;ELOB;TCF4;TCF7L2;TCF12;TCF20;TEC;TEK;TERF2;TFAP2A;TFAP2B;TFAP4;NR2F2;TFDP1;TFR2;TGFA;TGFB1I1;TGM2;THBS4;THPO;THRA;THY1;TIAL1;TLE1;ACTG1;NR2E1;CLEC3B;TNF;C1R;TP53;TP73;TPR;C3;TRAF2;TRH;C4BPA;TRPC3;TRPC6;TRPM2;TSC2;TSHR;EIPR1;GFUS;C5;CCR2;SHISA7;ZNF814;UBE2D1;UBE2I;UBE2V1;UBE3A;UBTF;UCP2;UTRN;UVRAG;VASP;VAV2;VIP;TRPV1;MYRF;WARS1;NELFA;WNT7A;WNT7B;WNT2B;WRN;XPC;XRCC3;YES1;ZAP70;ZFP36;ZIC1;ZNF16;CA7;ZBTB16;ZBTB17;ZNF175;CACNA1D;ZNF112;SLC30A2;PRDM2;DDR1;PTP4A1;CACNB2;BTG2;ALMS1;PAX8;FZD5;SEMA3B;USP7;NABP2;ASPSCR1;FTO;ELOVL6;LBHD1;PHF23;TNIP2;BAG6;DDX39B;CALB1;ZXDC;NOX5;FYCO1;ADIPOR2;NDNF;DYNC2H1;VPS37B;ECHDC3;KATNBL1;EHMT1;BORA;LPCAT1;NANOG;SYNPO2L;WLS;FRMD1;ANKRD53;ESRP2;SEMA6D;CALM1;NR4A3;PTGES2;ZC3H12A;DBF4B;FUZ;LHX3;SCUBE1;MLLT10;ADAM12;PDCD1LG2;CALM2;AKNA;PBX4;NDFIP1;DDHD1;ZFP91;KMT2D;PRRT1;HMGA2;CDK2AP1;ACTN4;WNT5B;DPF3;TCL1A;OR51E2;SLC7A5;CAMK2B;LBH;TSPAN14;ELL;RAB1B;SYMPK;CAPN2;CAPN3;ACOX2;AXIN1;BAP1;FZD9;CASP2;CCDC3;HYAL3;ATG10;ITCH;FRMD8;RAB34;ADGRV1;DTNBP1;ANKRD27;ULK1;PCBD2;BCAR3;ABRAXAS1;ARID5B;NLRC5;ANTXR1;CHD6;SPATC1L;TRAF7;MED10;SLF1;SGIP1;CAMKK1;DCUN1D5;COA8;TMEM101;RASAL1;CARD11;MAML2;DYRK2;EFCAB7;SPIRE2;CUL4A;CUL3;FOXN1;TTBK1;DGAT2;GLIS2;KDM2B;LOXL3;CAT;AGBL4;ZNF341;ATOH8;MEDAG;TOX2;FRMD5;PIK3R3;ENC1;DGKZ;DGKD;CST7;YBX3;SHANK3;HELZ2;KNDC1;DIXDC1;CEP295;FCN3;SCIN;CAV2;RUNX2;RUNX1;CDK13;TP63;CBFA2T3;RUNX3;PTCH2;TNKS;SLC4A4;ACTN1;SNX3;ADAM19;MYOM1;FADD;RGS9;ACTN2;IL1RL2;IL18R1;GALR2;FGF17;CCK;ALDH1A2;LDB1;CCKBR;ARHGEF7;SQSTM1;FUBP1;BUD31;CACNA1H;CACNA1G;RAB29;BAIAP3;FUBP3;CCND3;USP13;WNT3A;TRIM15;LIMD1;MAP3K14;RNF8;SEMA5A;MED30;MCU;ZFAND2A;PPP1R3E;LDB2;SART1;DNAJA3;ACVR1B;USP8;MTA1;CD1D;PDLIM1;CD1E;ZNF502;SYNGR3;NEURL1;DYRK1B;PLXNA4;MYADM;MAP3K13;DDX21;ARRDC4;ACVR2A;CD4;CD5;LRAT;DLG5;SPSB4;GCM2;NUMBL;FANK1;MFHAS1;CYTH3;GPR55;OLFM2;HMGN3;TRIP4;LHX2;KL;CADPS2;KIF3B;LPXN;MED21;NTN1;TNFSF8;QKI;AIM2;MAP4K4;LY86;HAND2;CD36;ONECUT2;SLC25A27;SCARB1;SLC4A8;SCARB2;RPH3AL;ADAMTS3;SPTLC2;CD38;VPS4B;BAG4;BAG3;MACROH2A1;BCAR1;NR1D1;BABAM2;PRDX6;CD44;CD47;NCOR2;TRAF4;ABCG1;CD53;ARHGEF10;MICAL2;CTR9;LPIN2;FAM53B;PUM1;DOCK4;HDAC9;USP34;CLSTN3;CD81;RIPOR2;HDAC4;TOX;PIEZO1;RNF144A;MATR3;DLGAP5;MTSS1;CTIF;KEAP1;CUL7;ARHGEF11;ZEB2;C2CD5;EPM2AIP1;MED24;MAGI2;ZBED4;FIG4;RBM19;G3BP2;ATP2C2;IQSEC1;PAN2;CDC25B;THRAP3;CDC42;CDH1;CASP8AP2
GO:0097068,BP,response to thyroxine,4,2,0.273834849050052,1,F7;GCLC
GO:0045061,BP,thymic T cell selection,22,8,0.273935276150059,1,CCR7;GLI3;ITPKB;ZAP70;CARD11;FOXN1;CD3G;TOX
GO:1904014,BP,response to serotonin,1,1,0.27398374901943,1,TGM2
GO:1904015,BP,cellular response to serotonin,1,1,0.27398374901943,1,TGM2
